Nome,Endereço,Estado,Cidade,País,CEP,Total de Avaliações,Média de Avaliações,Avaliação Google,Avaliação Foursquare,Avaliação Facebook,Avaliação Trip,Posição no Ranking da Cidade,Site,Instagram,Telefone,Tipos de Cozinha,Horário,Faixa de Preço por Pessoa,Preço Médio por Pessoa,Estacionamento,Lugares Ao Ar Livre,Wi-Fi,Reserva,Entrega,Para Viagem,Música,TV,Acessível a cadeiras de rodas,Crianças,Grupos Grandes,Serviço de Garçom
Restaurante Gosto Bom,"R. São Teófilo, 430",Minas Gerais,Belo Horizonte,Brasil,31995-450,189,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#232 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3437-2824,Não especificado,Seg: 07:30-15:00; Ter: 07:30-15:00; Qua: 07:30-15:00; Qui: 07:30-15:00; Sex: 07:30-15:00; Sáb: 07:30-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante Novo Paladar,"Av. Antônio Abrahão Caram, 764",Minas Gerais,Belo Horizonte,Brasil,31275-000,198,4.0,4.4,2.7,4.8,Sem Avaliação,#233 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 34911414,Brasileira,Seg: 08:00-17:00; Ter: 08:00-17:00; Qua: 08:00-17:00; Qui: 08:00-17:00; Sex: 08:00-17:00; Sáb: 08:00-16:00; Dom: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
Marvel Burguer,"Estação Waldomiro Lobo R. João Dornas Filho, 280",Minas Gerais,Belo Horizonte,Brasil,31842-430,299,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#237 de 18306 restaurantes em Belo Horizonte,pedido.anota.ai,@marvelburgueralimentos,+55 31 99984-2306,Fast Food,Seg: Fechado; Ter: 18:00-00:00; Qua: 19:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-00:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Marmitas da Simone,"R. Omar Gomes de Loredo, 128",Minas Gerais,Belo Horizonte,Brasil,30664-580,166,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#239 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98908-3352,Não especificado,Seg: 11:00-15:00; Ter: 11:00-15:00; Qua: 11:00-15:00; Qui: 11:00-15:00; Sex: 11:00-15:00; Sáb: 11:00-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Pizza ao Ponto,"Av. Manoel Salles Barbosa, 75",Minas Gerais,Belo Horizonte,Brasil,30626-400,64,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#241 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 97229-5025,Pizza,Seg: Fechado; Ter: 18:30-23:30; Qua: 18:30-23:30; Qui: 18:30-23:30; Sex: 18:30-23:30; Sáb: 18:30-23:30; Dom: 18:30-23:30,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Curry Up! - Bistrô Indiano,"Estação Santa Efigênia R. do Ouro, 327",Minas Gerais,Belo Horizonte,Brasil,30220-000,256,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#242 de 18306 restaurantes em Belo Horizonte,linktr.ee,@curryup_bistroindiano,+55 31 98341-8561,"Indiana, Vegetariana",Seg: Fechado; Ter: 11:30-15:30 18:00-22:30; Qua: 11:30-15:30 18:00-22:30; Qui: 11:30-15:30 18:00-22:30; Sex: 11:30-15:30 18:00-22:30; Sáb: 11:30-15:30 18:00-22:30; Dom: 11:30-16:00 18:00-22:00,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
MARMITARIA SABORES DE MINAS,"Estação Central (Metrô de Belo Horizonte) R. Pte. Nova, 798",Minas Gerais,Belo Horizonte,Brasil,31110-150,95,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#243 de 18306 restaurantes em Belo Horizonte,Sem Informação,@marmitariasaboresdeminas,+55 31 99513-4321,Não especificado,Seg: 09:00-18:00; Ter: 09:00-20:00; Qua: 09:00-18:00; Qui: 09:00-18:00; Sex: 09:00-20:00; Sáb: 09:00-13:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Cia do Aipim,"R. Demiza, 380",Minas Gerais,Belo Horizonte,Brasil,30514-020,232,4.8,4.7,Sem Avaliação,5.0,Sem Avaliação,#244 de 18306 restaurantes em Belo Horizonte,Sem Informação,@ciadoaipim,+55 31 98690-5958,Não especificado,Seg: Fechado; Ter: 18:00-23:00; Qua: 18:00-23:00; Qui: 18:00-23:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: Fechado,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
The Brother's Pizzaria,"Padre feijo 890 Auto, Belo Horizonte",Brasil,Minas Gerais,30285-350,Sem Informação,58,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#245 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99266-6870,Pizza,Seg: Fechado; Ter: 18:00-23:00; Qua: 18:00-23:00; Qui: 18:00-23:00; Sex: 18:00-23:00; Sáb: 18:00-23:00; Dom: 18:00-23:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Sushi Wtah Delivery,"R. Pedra de Anil, 190",Minas Gerais,Belo Horizonte,Brasil,31535-252,254,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#174 de 18306 restaurantes em Belo Horizonte,Sem Informação,@taiyosushideliverybh,+55 31 98656-7068,Não especificado,Seg: Fechado; Ter: 17:00-22:30; Qua: 17:00-22:30; Qui: 17:00-22:30; Sex: 17:00-22:30; Sáb: 17:00-22:30; Dom: 17:00-22:30,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
JAH BETÂNIA - Açaí Sorvete Picolé,"Praça de Alimentação Central Park - R. Úrsula Paulino, 1321",Minas Gerais,Belo Horizonte,Brasil,30580-353,252,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#175 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99182-7494,Não especificado,Seg: 11:00-22:00; Ter: 11:00-22:00; Qua: 11:00-22:00; Qui: 11:00-22:00; Sex: 11:00-22:00; Sáb: 11:00-22:00; Dom: 11:00-22:00,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Cambuquira,"R. João Lemos, 41",Minas Gerais,Belo Horizonte,Brasil,31995-150,77,4.9,4.8,Sem Avaliação,5.0,Sem Avaliação,#176 de 18306 restaurantes em Belo Horizonte,Sem Informação,@cambuquiramarmitaria,+55 31 99835-6596,Não especificado,Seg: 08:30-14:00; Ter: 08:30-14:00; Qua: 08:30-14:00; Qui: 08:30-14:00; Sex: 08:30-14:00; Sáb: 08:30-14:00; Dom: Fechado,54.00 À 140.00,97.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Nacho Man Prado - BH - Restaurante Mexicano,"Av. Francisco Sá, 383",Minas Gerais,Belo Horizonte,Brasil,30411-174,1013,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#178 de 18306 restaurantes em Belo Horizonte,nachomanbrasil.com.br,@nachoman_oficial,+55 31 98289-5965,"Mexicana, Opções vegetarianas",Seg: Fechado; Ter: 18:00-22:30; Qua: 18:00-22:30; Qui: 18:00-22:30; Sex: 18:00-23:00; Sáb: 18:00-23:00; Dom: 18:00-22:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Montê Bar - Restaurante,"Praça Rui Barbosa, 104",Minas Gerais,Belo Horizonte,Brasil,30160-000,5196,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#179 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98309-7265,Bar de Coquetéis,Seg: Fechado; Ter: Fechado; Qua: 17:30-01:00; Qui: 17:30-01:00; Sex: 17:30-02:00; Sáb: 17:30-02:00; Dom: 13:30-20:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
Potere pizza,"Estação Minas Shopping Av. Joaquim José Diniz, 944",Minas Gerais,Belo Horizonte,Brasil,31910-529,228,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#180 de 18306 restaurantes em Belo Horizonte,poterepizzaria.com,@poterepizza,+55 31 99818-1234,"Pizza, Opções vegetarianas",Seg: Fechado; Ter: 18:00-23:00; Qua: 18:00-23:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-00:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
Cantinho Mineiro restaurante do mateus,"Estação Primeiro de Maio Avenida Sebastião de Brito, 261 5201 9503 504 503",Minas Gerais,Belo Horizonte,Brasil,31255-640,237,3.8,3.9,Sem Avaliação,4.5,3.0,#181 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3267-0010,Brasileira,Seg: 11:00-22:00; Ter: 10:00-00:00; Qua: 10:00-00:00; Qui: 10:00-00:00; Sex: 10:00-00:00; Sáb: 10:00-00:00; Dom: 11:00-17:00,55.00,55.0,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Massa Madre La Rotiseria,"Estação Calafate R. Rio Negro, 640",Minas Gerais,Belo Horizonte,Brasil,30411-208,408,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#182 de 18306 restaurantes em Belo Horizonte,hubt.com.br,@massamadrebh,+55 31 98379-5002,"Argentina, Opções vegetarianas",Seg: Fechado; Ter: 11:30-22:30; Qua: 12:00-22:30; Qui: 12:00-22:30; Sex: 12:00-22:30; Sáb: 12:00-18:00; Dom: Fechado,54.00 À 140.00,97.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Pizza Pezzi - Buritis,"Av. Professor Mário Werneck, 1662",Minas Gerais,Belo Horizonte,Brasil,30455-610,349,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#183 de 18306 restaurantes em Belo Horizonte,pizzapezzi.com.br,@pizzapezzibh,+55 31 3643-8009,"Pizza, Opções vegetarianas",Seg: 11:30-22:45; Ter: 11:30-22:45; Qua: 11:45-22:45; Qui: 11:30-22:45; Sex: 11:30-22:45; Sáb: 11:30-22:45; Dom: 11:30-22:45,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Marukame,"Estação Carlos Prates Avenida do Contorno, 8863 Gutierrez",Minas Gerais,Belo Horizonte,Brasil,30110-060,1527,4.2,4.5,3.8,4.1,4.5,#184 de 18306 restaurantes em Belo Horizonte,marukame.com.br,@marukamebh,+55 31 2526-9006,"Sushi, Japonesa, Asiática",Seg: Fechado; Ter: 18:00-22:30; Qua: 18:00-22:30; Qui: 18:00-22:30; Sex: 18:00-23:00; Sáb: 18:00-23:00; Dom: 12:00-16:00 18:30-22:00,96.00 À 120.00,108.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Shitake Culinária Japonesa,"Estação Carlos Prates Av Olégario Maciel, 1772",Belo Horizonte,Santo Agostinho,Minas Gerais,Brasil,459,3.9,Sem Avaliação,3.5,4.5,4.5,#185 de 18306 restaurantes em Belo Horizonte,shitakebh.com.br,@shitake_bh,+55 31 3335-4633,"Japonesa, Sushi, Opções vegetarianas",Seg: 18:00-00:00; Ter: 18:00-00:00; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 12:00-00:00; Dom: 12:00-00:00,76.00 À 110.00,93.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Floresta Restaurante e Bar,"Estação Lagoinha R. Machado, 277",Minas Gerais,Belo Horizonte,Brasil,31110-080,1025,4.2,4.4,3.6,4.3,Sem Avaliação,#186 de 18306 restaurantes em Belo Horizonte,barerestaurantefloresta.com.br,@florestarest,+55 31 3568-0159,"Brasileira, Grelhada",Seg: 11:00-15:00; Ter: 11:00-15:00; Qua: 11:00-15:00; Qui: 11:00-15:00; Sex: 11:00-15:00; Sáb: 10:00-15:00; Dom: 10:00-15:00,54.00 À 140.00,97.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Doce Experiência,"Estação Waldomiro Lobo R. Nair Pentagna Guimarães, 120",Minas Gerais,Belo Horizonte,Brasil,31741-600,202,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#187 de 18306 restaurantes em Belo Horizonte,Sem Informação,@acaideiramaster,+55 31 99348-7689,Não especificado,Seg: Fechado; Ter: 11:00-21:45; Qua: 11:00-21:45; Qui: 11:00-21:45; Sex: 11:00-21:45; Sáb: 11:00-21:45; Dom: 11:00-21:45,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Foraster Burguer,"Estação José Cândido da Silveira Rua Dr. Júlio Otaviano Ferreira, 883",Minas Gerais,Belo Horizonte,Brasil,31170-200,767,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#188 de 18306 restaurantes em Belo Horizonte,Sem Informação,@forasteiroburguer22,+55 31 3146-6776,Fast Food,Seg: Fechado; Ter: 17:33-22:33; Qua: 17:33-22:33; Qui: 17:33-22:33; Sex: 17:33-22:33; Sáb: 17:33-22:33; Dom: 17:33-21:59,54.00 À 140.00,97.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pinguim,"R. Grão Mogol, 157",Minas Gerais,Belo Horizonte,Brasil,30310-010,7393,4.1,4.3,4.0,4.4,4.0,#189 de 18306 restaurantes em Belo Horizonte,pinguimochopp.com.br,@pinguimbelohorizonte,+55 31 3282-2007,Pizza,Seg: 11:30-00:00; Ter: 11:30-00:00; Qua: 11:30-00:00; Qui: 11:30-00:00; Sex: 11:30-01:00; Sáb: 11:30-01:00; Dom: 11:30-18:00,69.00 À 98.00,83.5,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Ouro Beer,"R. Manoel Elias de Aguiar, 140",Minas Gerais,Belo Horizonte,Brasil,31330-520,2194,3.9,4.3,3.4,5.0,4.0,#190 de 18306 restaurantes em Belo Horizonte,facebook.com,@ourobeer,+55 31 3498-4329,"Brasileira, Sul Americana",Seg: 17:00-23:00; Ter: 17:00-23:00; Qua: 11:00-00:00; Qui: 17:00-00:30; Sex: 17:00-00:30; Sáb: 11:00-00:30; Dom: 11:00-23:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Chocolate Lab,"Estação Santa Efigênia R. Mal. Deodoro, 12",Minas Gerais,Belo Horizonte,Brasil,30150-110,301,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#191 de 18306 restaurantes em Belo Horizonte,Sem Informação,@euamochocolatelab,+55 31 98794-6283,"Sobremesa, Opções vegetarianas",Seg: Fechado; Ter: 11:30-19:00; Qua: 11:30-19:00; Qui: 11:30-19:00; Sex: 11:30-20:00; Sáb: 09:00-20:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Nanem Sushi Eventos,"Av. Guarapari, 1413 - Loja D",Minas Gerais,Belo Horizonte,Brasil,31560-300,189,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#192 de 18306 restaurantes em Belo Horizonte,Sem Informação,@nanem.sushi,+55 31 98292-3030,Japonesa,Seg: 10:30-14:30 18:00-23:00; Ter: 10:30-14:30 18:00-23:00; Qua: 10:30-14:30 18:00-23:00; Qui: 10:30-14:30 18:00-23:30; Sex: 10:30-14:30 18:00-23:30; Sáb: 11:00-15:00 18:00-23:30; Dom: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Anthony's Pizzaria,"R. São Joaquim, 646",Minas Gerais,Belo Horizonte,Brasil,31035-470,116,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#193 de 18306 restaurantes em Belo Horizonte,Sem Informação,@anthonyspizzariasjdr,+55 31 99069-4999,"Pizza, Opções vegetarianas",Seg: Fechado; Ter: Fechado; Qua: 18:30-23:00; Qui: 18:30-23:00; Sex: 18:30-23:00; Sáb: 18:30-23:00; Dom: 18:30-23:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
O Barco,"Avenida Carlos Luz (Shopping Del Rey), 3001 - Lj A17 Caiçara",Minas Gerais,Belo Horizonte,Brasil,31250-010,184,3.6,3.0,3.6,3.3,3.5,#199 de 18306 restaurantes em Belo Horizonte,redesabor.com.br,Sem Informação,+55 31 3415-7408,Frutos do mar,Seg: 10:00-23:00; Ter: 10:00-23:00; Qua: 10:00-23:00; Qui: 10:00-23:00; Sex: 10:00-23:00; Sáb: 10:00-23:00; Dom: 10:00-22:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
Restaurante Comida Japonesa Sushi Isan - Dona Clara,"Estação Primeiro de Maio Av. Sebastião de Brito, 216",Minas Gerais,Belo Horizonte,Brasil,31260-000,81,4.7,4.9,4.5,Sem Avaliação,Sem Avaliação,#200 de 18306 restaurantes em Belo Horizonte,bit.ly,@sushiisanbh,+55 31 98270-4251,Japonesa,Seg: 18:00-23:00; Ter: 18:00-23:00; Qua: 18:00-23:00; Qui: 18:00-23:00; Sex: 18:00-23:00; Sáb: 18:00-23:00; Dom: 18:00-22:30,54.00,54.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
La Traviata,"Av. Cristóvão Colombo, 282",Minas Gerais,Belo Horizonte,Brasil,30140-140,2611,3.7,4.3,3.8,3.9,3.5,#202 de 18306 restaurantes em Belo Horizonte,restaurantelatraviata.com.br,@latraviatabh,+55 31 3261-6044,"Italiana, Pizza",Seg: 11:30-15:00; Ter: 11:30-15:00 18:00-23:30; Qua: 11:30-15:00 18:00-23:30; Qui: 11:30-15:00 18:00-23:30; Sex: 11:30-15:00 18:00-23:30; Sáb: 11:30-16:00 18:00-23:30; Dom: 11:30-16:00 18:00-23:00,55.00 À 140.00,97.5,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
PIZZA PREMIUM,"Estação Calafate Av. Dom Pedro II, 2909",Minas Gerais,Belo Horizonte,Brasil,30720-460,233,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#247 de 18306 restaurantes em Belo Horizonte,Sem Informação,@pizzapremium_delivery,+55 31 99118-5871,Pizza,Seg: 18:00-00:00; Ter: 18:00-00:00; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-00:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Paná Cervejaria Mineira,"R. Tomé de Souza, 133",Minas Gerais,Belo Horizonte,Brasil,30140-130,270,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#248 de 18306 restaurantes em Belo Horizonte,panacervejaria.com.br,Sem Informação,+55 31 3658-3642,"Bar de Cerveja, Opções vegetarianas",Seg: Fechado; Ter: Fechado; Qua: 17:00-00:30; Qui: 17:00-00:30; Sex: 17:00-00:30; Sáb: 12:00-00:30; Dom: 12:00-18:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Villeon Restaurante,"R. Elias Antônio Jorge, 21",Minas Gerais,Belo Horizonte,Brasil,30380-600,231,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#249 de 18306 restaurantes em Belo Horizonte,Sem Informação,@villeonbh,+55 31 97207-7593,Não especificado,Seg: Fechado; Ter: Fechado; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 12:00-00:00; Sáb: 12:00-00:00; Dom: 12:00-18:00,140.00 À 270.00,205.0,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
Unsioutros Gastro Bar,"Estação Carlos Prates Av. Francisco Sá, 126",Minas Gerais,Belo Horizonte,Brasil,30110-017,3005,4.5,4.4,Sem Avaliação,4.5,Sem Avaliação,#250 de 18306 restaurantes em Belo Horizonte,linktr.ee,@unsioutrosbar,+55 31 99447-2756,Não especificado,Seg: Fechado; Ter: 17:00-00:00; Qua: 17:00-00:00; Qui: 17:00-00:00; Sex: 17:00-00:00; Sáb: 17:00-00:00; Dom: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Boizao 2 Churrascaria e Pizzaria Santa Terezinha,"Av. Santa Terezinha, 1000",Minas Gerais,Belo Horizonte,Brasil,31360-000,2170,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#251 de 18306 restaurantes em Belo Horizonte,Sem Informação,@boizaoterezinha,+55 31 3654-4610,Não especificado,Seg: 11:00-23:30; Ter: 11:00-23:30; Qua: 11:00-23:30; Qui: 11:00-23:30; Sex: 11:00-23:30; Sáb: 11:00-23:30; Dom: 11:00-23:30,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pizzaria E Restaurante Do Índio,"Estação Floramar R Olívia Maria De Jesus, 1757",Belo Horizonte,Planalto,Minas Gerais,Brasil,8629,3.4,4.3,2.5,3.8,4.0,#252 de 18306 restaurantes em Belo Horizonte,facebook.com,@pizzariadoindiooficial,+55 31 3434-5990,Pizza,Seg: 11:30-23:30; Ter: 11:30-23:30; Qua: 11:30-23:30; Qui: 11:30-23:30; Sex: 11:30-00:00; Sáb: 11:30-00:00; Dom: 11:30-23:30,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Juveninha Restaurante,"Rua João Ricaldone Filho 51, Belo Horizonte",Brasil,Minas Gerais,31330-340,Sem Informação,1385,4.5,4.5,Sem Avaliação,4.6,4.5,#253 de 18306 restaurantes em Belo Horizonte,facebook.com,@juveninharestaurante,+55 31 3477-6070,"Brasileira, Pizza, Opções vegetarianas",Seg: Fechado; Ter: 11:00-00:00; Qua: 11:00-00:00; Qui: 11:00-00:00; Sex: 11:00-00:00; Sáb: 11:00-00:00; Dom: 11:00-18:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pizza Pezzi - Castelo,"Av. Pres. Tancredo Neves, 2094",Minas Gerais,Belo Horizonte,Brasil,31330-472,223,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#254 de 18306 restaurantes em Belo Horizonte,pizzapezzi.com.br,@pizzapezzibh,+55 31 3665-9919,Pizza,Seg: 17:00-22:45; Ter: 17:00-22:45; Qua: 17:00-22:45; Qui: 17:00-22:45; Sex: 17:00-22:45; Sáb: 17:00-22:45; Dom: 17:00-22:45,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Minas Burguer BH,"R. Itapetinga, 1179",Minas Gerais,Belo Horizonte,Brasil,31130-192,246,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#255 de 18306 restaurantes em Belo Horizonte,Sem Informação,@minasburguerbhz,+55 31 97148-8716,Fast Food,Seg: Fechado; Ter: 18:00-00:00; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-23:30,54.00,54.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Outback Steakhouse,"Estação Vilarinho Av. Cristiano Machado, 11833 Loja SEBO2064/SEBO2063/SEBO2061 - Pavimento 2",Minas Gerais,Belo Horizonte,Brasil,31744-007,843,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#256 de 18306 restaurantes em Belo Horizonte,outback.com.br,@outbackbrasil,Sem Informação,Australiana,Seg: 12:00-22:30; Ter: 12:00-22:30; Qua: 12:00-22:30; Qui: 12:00-22:30; Sex: 11:30-23:00; Sáb: 11:30-23:00; Dom: 11:30-22:00,140.00 À 270.00,205.0,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
Paladiu Restaurante,"Estação Vilarinho R. Cap. Nelson Albuquerque, 41",Minas Gerais,Belo Horizonte,Brasil,31510-070,437,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#258 de 18306 restaurantes em Belo Horizonte,restaurantepalladium.com,@restaurantepaladiu,+55 31 3564-9916,"Brasileira, Opções vegetarianas",Seg: 11:00-15:00; Ter: 11:00-15:00; Qua: 11:00-15:00; Qui: 11:00-15:00; Sex: 11:00-15:00; Sáb: 11:00-15:00; Dom: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Cantina da Cláudia,"Rua Professor José Carvalho Lopes, 19",Minas Gerais,Belo Horizonte,Brasil,31730-670,53,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#260 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99254-1632,Não especificado,Seg: 10:00-15:00; Ter: 10:00-15:00; Qua: 10:00-15:00; Qui: 10:00-15:00; Sex: 10:00-15:00; Sáb: 10:00-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Décio's Bar e Restaurante,"Rua Leopoldino de Oliveira, 263 Bairro Aparecida",Minas Gerais,Belo Horizonte,Brasil,31235-172,995,4.4,4.5,3.4,4.6,5.0,#261 de 18306 restaurantes em Belo Horizonte,Sem Informação,@deciosbar,+55 31 3428-1576,Brasileira,Seg: 08:00-22:00; Ter: 08:00-22:00; Qua: 08:00-22:00; Qui: 08:00-22:00; Sex: 08:00-22:00; Sáb: 08:00-22:00; Dom: 08:00-22:00,55.00 À 140.00,97.5,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Cantinas Alegria,"Estação Central (Metrô de Belo Horizonte) R. da Bahia, 995",Minas Gerais,Belo Horizonte,Brasil,30160-011,85,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#263 de 18306 restaurantes em Belo Horizonte,cantinasalegria.com,Sem Informação,+55 31 98783-4760,Não especificado,Seg: 06:30-19:00; Ter: 06:30-19:00; Qua: 06:30-19:00; Qui: 06:30-19:00; Sex: 06:30-19:00; Sáb: 07:00-13:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
